,Employer,Orbis_ID,BvD_ID,fyear,CEI,State,Voluntary,Democratic_Lean,State_name,Region_Midwest,Region_Northeast,Region_South,Region_West,current_assets,lt_debt,TobinsQ,net_debt,Employees,ROA,RD_expenses,total_assets,LT_debt_to_assets,Net_debt_to_current_assets,Net_debt>0,ln_Employees,BvD sectors,Sector,public_scrutiny,consumer_proximity,litigation_risk,injury_risk,age,time_trend
7881,"Transamerica Corp., The",000042867,US149133378L,2018,100.0,IA,1.0,-8.152964773282044,IOWA,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,174.0,8
7882,TransUnion,228335333,US611678417,2018,85.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,841500.0,3976400.0,1.495,3834200.0,7100.0,3.929,,7039800.0,0.564845592204324,4.556387403446227,1.0,8.867850063029406,Computer Software,Technology,Low,Low,High,Low,6.0,8
7883,Travel + Leisure Co.,016894558,US200052541,2018,100.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,5212000.0,5238000.0,0.488,4995000.0,24500.0,9.388,,7158000.0,0.7317686504610227,0.9583653108211819,1.0,10.106428396532818,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,15.0,8
7884,TravelCenters of America,030887944,US205701514,2018,10.0,OH,0.0,-8.031961760169615,OHIO,True,False,False,False,643676.0,342893.0,,29538.0,20745.0,-8.359,,1442108.0,0.23777206700191664,0.0458895469149075,1.0,9.940060532766969,Retail,Retailing,Low,Low,Low,Low,0.0,8
7885,"Travelers Companies Inc., The",001832635,US410518860,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,0.304,,30400.0,2.421,,104233000.0,,,,10.322197887394314,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,165.0,8
7886,Travelport Ltd.,484921128,US117092558GN,2018,50.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,,,,,,,,,,,,,,,,,,,,8
7887,TripAdvisor Inc.,560100010,US800743202,2018,90.0,MA,1.0,33.2148261142344,MASSACHUSETTS,False,True,False,False,915000.0,83000.0,3.108,-587000.0,3366.0,5.215,,2167000.0,0.03830179972311952,-0.6415300546448087,0.0,8.121480374750751,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,7.0,8
7888,Troutman Pepper Hamilton Sanders LLP,547939579,US350966552L,2018,100.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,8
7889,"True Value Company, L.L.C.",000866419,US123305086L,2018,95.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,22.0,8
7890,Truist Financial,000485387,US560939887,2018,100.0,NC,1.0,-1.348120710932271,NORTH CAROLINA,False,False,True,False,,,0.148,,35852.0,1.443,,225697000.0,,,,10.487154632477253,Business Services,Business Services,Low,Low,Low,Low,49.0,8
7891,Turner Construction Co.,202286069,US129762659L,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,296.0,,,,,,,5.69035945432406,Construction,Engineering & Construction,Low,Low,Low,High,35.0,8
7892,Twitter Inc.,587535078,US208913779,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,7111036.0,1755316.0,2.153,-3488711.0,3920.0,11.863,553858.0,10162572.0,0.17272359792383266,-0.49060516639207,0.0,8.273846932784508,Media & Broadcasting,Media,Low,Low,Low,Low,11.0,8
7893,Tyson Foods Inc.,000042736,US710225165,2018,100.0,AR,1.0,-27.62066790312936,ARKANSAS,False,False,True,False,5688000.0,7962000.0,0.605,9603000.0,121000.0,10.203,114000.0,29109000.0,0.2735236524786149,1.6882911392405062,1.0,11.703545824578878,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,32.0,8
7894,U.S. Bancorp,007183464,US410255900,2018,100.0,MN,1.0,7.110156900570644,MINNESOTA,True,False,False,False,,,0.158,,73333.0,1.524,,467374000.0,,,,11.202765991201513,Business Services,Business Services,Low,Low,Low,Low,89.0,8
7895,Uber Technologies Inc.,161077258,US452647441,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,8658000.0,7305000.0,,1036000.0,22263.0,0.0,1505000.0,23988000.0,0.3045272636318159,0.11965811965811966,1.0,10.010681386638243,Media & Broadcasting,Media,Low,Low,Low,Low,8.0,8
7896,UBS AG,058419953,TW86120855,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,6569977.06805988,3498730.63242484,,,,1.203,,6582006.48253074,0.5315598885705746,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,27.0,8
7897,UGI Corp.,000050073,US232668356,2018,20.0,PA,0.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,1888100.0,4146500.0,0.805,4137600.0,13000.0,5.999,,11980900.0,0.34609253061122286,2.1914093533181505,1.0,9.472704636443673,Utilities,Energy,Low,High,High,High,27.0,8
7898,UKG (Ultimate Kronos Group),001668040,US650694077,2018,100.0,FL,1.0,-3.358368897061801,FLORIDA,False,False,True,False,1109723.0,5739.0,3.986,-768152.0,5113.0,3.391,203729.0,1920717.0,0.002987946688658454,-0.6922015674181755,0.0,8.53954159508,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,22.0,8
7899,Under Armour Inc.,013023763,US521990078,2018,100.0,MD,1.0,33.21037329232835,MARYLAND,False,True,False,False,2593628.0,703834.0,0.781,171431.0,15000.0,-1.091,,4245022.0,0.16580220314523694,0.06609698846557795,1.0,9.615805480084347,Wholesale,Wholesalers,Low,Low,Low,Low,22.0,8
7900,Unilever,003900008,GB00041424,2018,100.0,NJ,1.0,15.93767289546448,NEW JERSEY,False,True,False,False,17722318.9303875,26162118.1832552,0.871,25506032.8526497,155000.0,15.331,1030500.51927567,69972130.2593947,0.3738934070789217,1.4392040315286216,1.0,11.951180395901384,Food & Tobacco Manufacturing,"Food, Beverages & Tobacco",High,High,High,High,124.0,8
7901,Union Pacific Corp.,000312167,US132626465,2018,95.0,NE,1.0,-19.05753239026625,NEBRASKA,True,False,False,False,4163000.0,20925000.0,1.722,21058000.0,41967.0,10.087,,59147000.0,0.3537795661656551,5.0583713668027865,1.0,10.64463887414454,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,49.0,8
7902,Unisys Corp.,000032472,US380387840,2018,30.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,1301400.0,642800.0,0.241,47800.0,22000.0,3.072,31900.0,2457600.0,0.2615559895833333,0.03672967573382511,1.0,9.998797732340453,Computer Software,Technology,Low,Low,High,Low,34.0,8
7903,"United Airlines Holdings, Inc.",050783655,US362675207,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,7094000.0,12439000.0,0.465,9842000.0,92000.0,4.328,,49024000.0,0.25373286553524804,1.3873696081195377,1.0,11.429543856031177,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,50.0,8
7904,"United Natural Foods, Inc.",001842328,US050376157,2018,10.0,RI,0.0,20.80581829435772,RHODE ISLAND,False,True,False,False,1788914.0,347709.0,0.548,336835.0,10000.0,5.491,,2964472.0,0.11729205065859957,0.18829021406283364,1.0,9.210340371976184,Wholesale,Wholesalers,Low,Low,Low,Low,24.0,8
7905,United Parcel Service Inc.,000044419,US582480149,2018,100.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,16210000.0,19931000.0,1.356,17701000.0,481000.0,9.579,,50016000.0,0.3984924824056302,1.0919802590993215,1.0,13.083622549087899,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,19.0,8
7906,United Rentals Inc.,000860643,US061522496,2018,45.0,CT,1.0,20.0736132273528,CONNECTICUT,False,True,False,False,1761000.0,10844000.0,0.459,11704000.0,18500.0,6.044,,18133000.0,0.5980256990018199,6.6462237365133445,1.0,9.825526011066415,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,20.0,8
7907,United Services Automobile Association,001707377,US740959140,2018,100.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,46043.0,1.444,,158695000.0,,,,10.73733102144275,Business Services,Business Services,Low,Low,Low,Low,96.0,8
7908,United States Steel Corp.,000198187,US251897152,2018,10.0,PA,0.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,4830000.0,2316000.0,0.294,1381000.0,29000.0,10.153,,10982000.0,0.2108905481697323,0.2859213250517598,1.0,10.275051108968611,Metals & Metal Products,Materials,Low,Low,Low,High,17.0,8
7909,UnitedHealth Group Inc.,000669792,US411321939,2018,95.0,MN,1.0,7.110156900570644,MINNESOTA,True,False,False,False,,,1.574,,300000.0,8.134,,152221000.0,,,,12.611537753638338,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,41.0,8
7910,Univar Solutions Inc.,000592036,US261251958,2018,20.0,IL,0.0,16.98819455850209,ILLINOIS,True,False,False,False,2188700.0,2350400.0,0.477,2258600.0,8500.0,3.268,,5272400.0,0.44579318716334115,1.031936766116873,1.0,9.047821442478408,Wholesale,Wholesalers,Low,Low,Low,Low,11.0,8
7911,"Universal Health Services, Inc.",000575566,US232077891,2018,10.0,PA,0.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,1937802.0,3935187.0,0.882,3893413.0,78700.0,6.921,,11265480.0,0.3493137442878599,2.0091903094330585,1.0,11.273398434405495,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,39.0,8
7912,University of Phoenix,199086099,US120283923L,2018,100.0,AZ,1.0,0.308709583901873,ARIZONA,False,False,False,True,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,42.0,8
7913,Univision Communications Inc.,000061636,US954398884,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Media & Broadcasting,Media,Low,Low,Low,Low,57.0,8
7914,Unum Group,001810041,US621598430,2018,100.0,TN,1.0,-23.20885989526011,TENNESSEE,False,False,True,False,,,0.104,,9600.0,0.846,,61875600.0,,,,9.169518377455928,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,70.0,8
7915,Urban Outfitters Inc.,000368938,US232003332,2018,85.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,1202756.0,0.0,1.609,-637492.0,24000.0,13.793,,2160515.0,0.0,-0.5300260401943536,0.0,10.085809109330082,Retail,Retailing,Low,Low,Low,Low,42.0,8
7916,US Foods Inc.,001711528,US363642294,2018,75.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,29.0,8
7917,Uscellular,222493552,US259380368L,2018,10.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
7918,USG Corp.,000701027,US363329400,2018,65.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,971000.0,1079000.0,1.552,696000.0,7300.0,5.102,22000.0,3842000.0,0.2808433107756377,0.7167868177136972,1.0,8.895629627136483,"Leather, Stone, Clay & Glass products",Materials,Low,Low,Low,High,34.0,8
7919,Valero Energy Corp.,000511886,US741828067,2018,20.0,TX,0.0,-5.578593689682137,TEXAS,False,False,True,False,17675000.0,8871000.0,0.634,6127000.0,10261.0,6.225,,50155000.0,0.17687169773701525,0.34664780763790665,1.0,9.236105579862208,"Chemicals, Petroleum, Rubber & Plastic",Chemicals,Low,Low,Low,High,37.0,8
7920,Vanguard Group Inc.,001741714,US149144472L,2018,100.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,2.0,8
7921,Veritas Technologies LLC,366839090,US293811011L,2018,90.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Computer Software,Technology,Low,Low,High,Low,2.0,8
7922,Veritiv,187107151,US463234977,2018,20.0,GA,0.0,0.2355818846550761,GEORGIA,False,False,True,False,2084300.0,987200.0,0.156,930200.0,8700.0,-0.621,,2529700.0,0.3902439024390244,0.44628892194021974,1.0,9.071078304642676,Wholesale,Wholesalers,Low,Low,Low,Low,5.0,8
7923,Verizon Communications Inc.,059967977,US232259884,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,34636000.0,105873000.0,0.877,110318000.0,144500.0,5.863,,264829000.0,0.3997787251396184,3.185067559764407,1.0,11.881034786534624,Communications,Telecommunications,High,Low,High,Low,35.0,8
7924,VF Corp.,000010494,US231180120,2018,100.0,NC,1.0,-1.348120710932271,NORTH CAROLINA,False,False,True,False,4673457.0,2115884.0,3.32,2377981.0,75000.0,12.164,,10356785.0,0.20429930716916495,0.508826977545744,1.0,11.225243392518447,Textiles & Clothing Manufacturing,Apparel,High,Low,Low,High,119.0,8
7925,Vinson & Elkins LLP,039608099,US129584648L,2018,100.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,101.0,8
7926,Visa,383392462,US260267673,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,3.852,,,14.88,,69225000.0,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,44.0,8
7927,VMware Inc.,000314294,US943292913,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,5651000.0,4242000.0,1.128,1393000.0,24200.0,11.254,2173000.0,14662000.0,0.28931932887737005,0.24650504335515838,1.0,10.094107912144779,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,20.0,8
7928,Volkswagen Group of America Inc.,569828918,US365486330L,2018,100.0,VA,1.0,10.11401351052029,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,63.0,8
7929,"Vorys, Sater, Seymour and Pease LLP",039606667,US128820477L,2018,100.0,OH,1.0,-8.031961760169615,OHIO,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,109.0,8
7930,Vox Media Inc.,134723587,US256422488L,2018,95.0,DC,1.0,86.75237254469212,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,,,,,,,,8
7931,Voya Financial,001877052,US521222820,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,0.04,,6000.0,0.316,,155430000.0,,,,8.699514748210191,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,41.0,8
7932,W.R. Berkley,008148236,US221867895,2018,10.0,CT,0.0,20.0736132273528,CONNECTICUT,False,True,False,False,,,0.363,,7448.0,2.607,,24895977.0,,,,8.915700818956903,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,51.0,8
7933,W.W. Grainger Inc.,000029798,US361150280,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,3557000.0,2090000.0,2.708,1682000.0,24600.0,13.315,,5873000.0,0.35586582666439637,0.4728703964014619,1.0,10.110501721920453,Wholesale,Wholesalers,Low,Low,Low,Low,90.0,8
7934,"Wachtell, Lipton, Rosen & Katz",000412864,US127885468L,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,53.0,8
7935,Waddell & Reed Financial Inc.,019150275,US127891299L,2018,80.0,KS,1.0,-14.65295929543257,KANSAS,True,False,False,False,,,,,,,,,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,81.0,8
7936,Walgreen Co.,483862761,US113718697GN,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,117.0,8
7937,Walmart Inc.,049986723,US710415188,2018,100.0,AR,1.0,-27.62066790312936,ARKANSAS,False,False,True,False,61897000.0,46340000.0,1.27,46448000.0,2200000.0,3.042,,219295000.0,0.21131352744020612,0.7504079357642535,1.0,14.603967918328545,Retail,Retailing,Low,Low,Low,Low,49.0,8
7938,"Walt Disney Co., The",384914288,US149206421L,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,95.0,8
7939,Warby Parker,524333654,US800423634,2018,95.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,9.0,8
7940,Washington Permanente Medical Group,411074625,US311304800L,2018,100.0,WA,1.0,19.20332339195978,WASHINGTON,False,False,False,True,,,,,,,,,,,,,"Public Administration, Education, Health Social Services",Health Care,Low,Low,Low,High,19.0,8
7941,Waste Management Inc.,050792265,US731309529,2018,80.0,TX,1.0,-5.578593689682137,TEXAS,False,False,True,False,2645000.0,9594000.0,1.675,9965000.0,43700.0,8.499,,22650000.0,0.42357615894039735,3.767485822306238,1.0,10.685103381083682,Waste Management & Treatment,Industrials,Low,Low,Low,High,23.0,8
7942,Wawa Inc.,000009980,US149093092L,2018,100.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,,,,,,,,,,,,,Retail,Retailing,Low,Low,Low,Low,215.0,8
7943,WEC Energy Group,000813734,US391391525,2018,55.0,WI,1.0,0.6270995418189145,WISCONSIN,True,False,False,False,2247600.0,9994000.0,0.653,11714600.0,7878.0,3.164,,33475800.0,0.2985440228463547,5.212048407189892,1.0,8.971829343530851,Utilities,Energy,Low,High,High,High,37.0,8
7944,"Weil, Gotshal & Manges LLP",006422205,US127885590L,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,87.0,8
7945,Wellmark Inc.,000486576,USFEI1003516,2018,100.0,IA,1.0,-8.152964773282044,IOWA,True,False,False,False,,,,,,5.227,,2438665.98,,,,,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,79.0,8
7946,Wells Fargo & Co.,149047172,US410449260,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,0.114,,258686.0,1.207,,1895880000.0,,,,12.463370249972224,Business Services,Business Services,Low,Low,Low,Low,89.0,8
7947,"Wendy’s Co., The",368062908,US*110171590598,2018,80.0,OH,1.0,-8.031961760169615,OHIO,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
7948,WESCO International Inc.,001810567,US251723342,2018,60.0,PA,1.0,1.164883635275672,PENNSYLVANIA,False,True,False,False,2385640.0,1167311.0,0.487,1145000.0,9100.0,4.937,,4605036.0,0.25348574907992033,0.47995506446907327,1.0,9.116029692504942,Wholesale,Wholesalers,Low,Low,Low,Low,25.0,8
7949,Western Digital Corp.,000363915,US330956711,2018,20.0,CA,0.0,29.16322326858859,CALIFORNIA,False,False,False,True,10638000.0,10993000.0,0.792,6167000.0,71600.0,2.309,2402000.0,29235000.0,0.37602189156832566,0.5797142319984959,1.0,11.178850352948738,Computer Hardware,Technology,Low,Low,High,Low,18.0,8
7950,"Western Union Co., The",018459276,US204531180,2018,75.0,CO,1.0,13.40694150574088,COLORADO,False,False,False,True,1074700.0,3308700.0,0.84,2460300.0,12000.0,9.469,,8996800.0,0.3677640939000534,2.2892900344282126,1.0,9.392661928770137,Business Services,Business Services,Low,Low,Low,Low,12.0,8
7951,WestRock,411702147,US371880617,2018,70.0,GA,1.0,0.2355818846550761,GEORGIA,False,False,True,False,4785100.0,5674500.0,0.538,5778400.0,45100.0,7.516,,25360500.0,0.22375347489205655,1.207581868717477,1.0,10.71663752549077,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,0.0,8
7952,Weyerhaeuser Co.,000002957,US910470860,2018,95.0,WA,1.0,19.20332339195978,WASHINGTON,False,False,False,True,1602000.0,5419000.0,0.949,6312000.0,9300.0,4.336,8000.0,17249000.0,0.31416313989216765,3.940074906367041,1.0,9.137769679141348,"Wood, Furniture & Paper Manufacturing",Materials,Low,Low,Low,High,118.0,8
7953,Whirlpool Corp.,000002827,US381490038,2018,100.0,MI,1.0,2.783527599686749,MICHIGAN,True,False,False,False,7898000.0,4046000.0,0.372,4529000.0,92000.0,-0.997,572000.0,18347000.0,0.22052651659671882,0.5734363129906306,1.0,11.429543856031177,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,63.0,8
7954,White & Case LLP,000494560,US127892787L,2018,100.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,117.0,8
7955,Wiley Rein LLP,023189033,US134692676L,2018,100.0,DC,1.0,86.75237254469212,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,0.0,8
7956,Williams Companies Inc.,000049936,US730569878,2018,80.0,OK,1.0,-33.08709751207632,OKLAHOMA,False,False,True,False,1464000.0,22367000.0,0.589,22246000.0,5322.0,-0.344,,45302000.0,0.49373096110546993,15.19535519125683,1.0,8.579604451537634,"Transport, Freight & Storage",Transportation,Low,Low,Low,High,31.0,8
7957,Williams Mullen Clark & Dobbins,249780694,US130211565L,2018,100.0,VA,1.0,10.11401351052029,VIRGINIA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,109.0,8
7958,Williams-Sonoma Inc.,000195375,US942203880,2018,90.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,1694343.0,299620.0,1.539,-39334.0,28200.0,11.863,,2812844.0,0.10651852715614517,-0.02321489804602728,0.0,10.247077256926206,Retail,Retailing,Low,Low,Low,Low,7.0,8
7959,Willis Towers Watson,367386990,IE475616,2018,100.0,VA,1.0,10.11401351052029,VIRGINIA,False,False,True,False,16420000.0,4389000.0,0.609,3542000.0,43300.0,2.146,,32385000.0,0.13552570634553035,0.21571254567600487,1.0,10.675907913990581,"Banking, Insurance & Financial Services",Financials,Low,Low,High,Low,190.0,8
7960,Willkie Farr & Gallagher LLP,035429321,US127852970L,2018,95.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,130.0,8
7961,Wilmer Cutler Pickering Hale & Dorr LLP,000468101,US131286977L,2018,100.0,DC,1.0,86.75237254469212,DISTRICT OF COLUMBIA,False,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,14.0,8
7962,Wilson Sonsini Goodrich & Rosati PC,000533343,US123995372L,2018,85.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,57.0,8
7963,Windstream Corp.,298270262,US279846233L,2018,20.0,AR,0.0,-27.62066790312936,ARKANSAS,False,False,True,False,,,,,,,,,,,,,,,,,,,,8
7964,Winston & Strawn LLP,000470828,US129813402L,2018,100.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,165.0,8
7965,Womble Bond Dickinson (US) LLP,381260967,US299502605L,2018,100.0,NC,1.0,-1.348120710932271,NORTH CAROLINA,False,False,True,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,24.0,8
7966,Workday Inc.,015853282,US202480422,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,2700596.0,972264.0,7.234,-573640.0,10500.0,-7.576,1211832.0,5520746.0,0.17611098210278103,-0.21241237119509915,0.0,9.259130536145614,Computer Software,Technology,Low,Low,High,Low,6.0,8
7967,World Fuel Services,000733488,US592459427,2018,20.0,FL,0.0,-3.358368897061801,FLORIDA,False,False,True,False,3974800.0,659900.0,0.254,489300.0,5000.0,2.249,,5676900.0,0.1162430199580757,0.12310053336016906,1.0,8.517193191416238,Wholesale,Wholesalers,Low,Low,Low,Low,34.0,8
7968,WPP Group USA,570570211,US367723859L,2018,85.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,32.0,8
7969,Wynn Resorts Ltd.,007084869,US460484987,2018,100.0,NV,1.0,2.390534632724616,NEVADA,False,False,False,True,2641376.0,9427640.0,0.814,7224599.0,26000.0,4.331,,13216269.0,0.7133359649383649,2.735164929188423,1.0,10.165851817003619,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,16.0,8
7970,Xcel Energy Inc.,001781293,US410448030,2018,100.0,MN,1.0,7.110156900570644,MINNESOTA,True,False,False,False,3094000.0,15803000.0,0.551,17100000.0,11092.0,2.742,,45987000.0,0.3436405940809359,5.526826115061409,1.0,9.313979406735669,Utilities,Energy,Low,High,High,High,109.0,8
7971,Xerox Corp.,464720555,US149210380L,2018,100.0,CT,1.0,20.0736132273528,CONNECTICUT,False,True,False,False,,,,,,,,,,,,,Computer Hardware,Technology,Low,Low,High,Low,0.0,8
7972,Xylem Inc.,113912573,US452080495,2018,65.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,2094000.0,2051000.0,1.66,2012000.0,17000.0,7.602,189000.0,7222000.0,0.2839933536416505,0.9608404966571156,1.0,9.740968623038354,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,7.0,8
7973,Yelp Inc.,024865572,US201854266,2018,100.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,860269.0,0.0,2.473,-755860.0,6030.0,4.708,212319.0,1175563.0,0.0,-0.8786321487813695,0.0,8.704502289721232,Media & Broadcasting,Media,Low,Low,Low,Low,14.0,8
7974,Young’s Market Co.,478299762,US117494293GN,2018,85.0,CA,1.0,29.16322326858859,CALIFORNIA,False,False,False,True,,,,,,,,,,,,,Wholesale,Wholesalers,Low,Low,Low,Low,118.0,8
7975,Yum! Brands Inc.,000867124,US133951308,2018,80.0,KY,1.0,-25.9350570581364,KENTUCKY,False,False,True,False,1207000.0,9751000.0,6.951,9780000.0,34000.0,37.337,,4130000.0,2.3610169491525426,8.102734051367026,1.0,10.4341158035983,"Travel, Personal & Leisure","Hotels, Restaurants & Leisure",Low,Low,Low,Low,21.0,8
7976,Zimmer Biomet Holdings Inc.,000164365,US134151777,2018,20.0,IN,0.0,-16.05948070599297,INDIANA,True,False,False,False,4427400.0,8399100.0,0.877,8381300.0,19000.0,-1.572,391700.0,24126800.0,0.34812324883532003,1.8930523557844332,1.0,9.852194258148577,"Industrial, Electric & Electronic Machinery",Industrials,Low,Low,Low,High,17.0,8
7977,Zurich North America,210245514,US161768721L,2018,75.0,IL,1.0,16.98819455850209,ILLINOIS,True,False,False,False,,,,,,,,,,,,,,,,,,,,8
7978,A|X Armani Exchange,378938973,US297782744L,2018,80.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,27.0,8
7979,A-Mark Precious Metals,000371468,US112464169,2018,0.0,CA,0.0,29.16322326858859,CALIFORNIA,False,False,False,True,706983.0,7226.0,0.126,595221.0,188.0,-0.457,,743001.0,0.00972542432648139,0.8419169909318894,1.0,5.236441962829949,Wholesale,Wholesalers,Low,Low,Low,Low,5.0,8
7980,Apache Corp.,012707947,US149204737L,2018,20.0,TX,0.0,-5.578593689682137,TEXAS,False,False,True,False,,,,,,,,,,,,,Mining & Extraction,Materials,Low,Low,Low,High,64.0,8
7981,Arup USA Inc,407049026,US309983501L,2018,90.0,NY,1.0,22.93059069574397,NEW YORK,False,True,False,False,,,,,,,,,,,,,Business Services,Business Services,Low,Low,Low,Low,19.0,8
